date,ltc,btc
27-Aug-16,3.74,569.95
28-Aug-16,3.74,573.91
29-Aug-16,3.76,574.11
30-Aug-16,3.8,577.5
31-Aug-16,3.8,575.47
1-Sep-16,3.83,572.3
2-Sep-16,3.82,575.54
3-Sep-16,3.89,598.21
4-Sep-16,4.01,608.63
5-Sep-16,3.98,606.59
6-Sep-16,3.97,610.44
7-Sep-16,3.97,614.54
8-Sep-16,3.99,626.32
9-Sep-16,3.97,622.86
10-Sep-16,3.97,623.51
11-Sep-16,3.86,606.72
12-Sep-16,3.82,608.24
13-Sep-16,3.82,609.24
14-Sep-16,3.83,610.68
15-Sep-16,3.81,607.15
16-Sep-16,3.81,606.97
17-Sep-16,3.81,605.98
18-Sep-16,4.04,609.87
19-Sep-16,3.83,609.23
20-Sep-16,3.84,608.31
21-Sep-16,3.84,597.15
22-Sep-16,3.77,596.3
23-Sep-16,3.81,602.84
24-Sep-16,3.81,602.63
25-Sep-16,3.81,600.83
26-Sep-16,3.86,608.04
27-Sep-16,3.85,606.17
28-Sep-16,3.84,604.73
29-Sep-16,3.85,605.69
30-Sep-16,3.84,609.74
1-Oct-16,3.85,613.98
2-Oct-16,3.84,610.89
3-Oct-16,3.84,612.13
4-Oct-16,3.82,610.2
5-Oct-16,3.84,612.51
6-Oct-16,3.85,613.02
7-Oct-16,3.86,617.12
8-Oct-16,3.84,619.11
9-Oct-16,3.82,616.75
10-Oct-16,3.8,618.99
11-Oct-16,3.82,641.07
12-Oct-16,3.76,636.19
13-Oct-16,3.91,636.79
14-Oct-16,3.9,640.38
15-Oct-16,3.87,638.65
16-Oct-16,3.89,641.63
17-Oct-16,3.91,639.19
18-Oct-16,3.84,637.96
19-Oct-16,3.8,630.52
20-Oct-16,3.78,630.86
21-Oct-16,3.81,632.83
22-Oct-16,3.89,657.29
23-Oct-16,3.92,657.07
24-Oct-16,3.87,653.76
25-Oct-16,3.9,657.59
26-Oct-16,3.96,678.3
27-Oct-16,4.02,688.31
28-Oct-16,3.97,689.65
29-Oct-16,4.09,714.48
30-Oct-16,4.03,701.86
31-Oct-16,3.99,700.97
1-Nov-16,4.09,729.79
2-Nov-16,4.1,740.83
3-Nov-16,3.86,688.7
4-Nov-16,3.88,703.24
5-Nov-16,3.87,703.42
6-Nov-16,3.89,711.52
7-Nov-16,3.84,703.13
8-Nov-16,3.84,709.85
9-Nov-16,3.86,723.27
10-Nov-16,3.82,715.53
11-Nov-16,3.82,716.41
12-Nov-16,3.76,705.05
13-Nov-16,3.88,702.03
14-Nov-16,3.88,705.02
15-Nov-16,3.89,711.62
16-Nov-16,4.02,744.2
17-Nov-16,3.94,740.98
18-Nov-16,3.96,751.59
19-Nov-16,3.95,751.62
20-Nov-16,3.92,731.03
21-Nov-16,3.94,739.25
22-Nov-16,3.95,751.35
23-Nov-16,3.93,744.59
24-Nov-16,3.91,740.29
25-Nov-16,3.92,741.65
26-Nov-16,3.89,735.38
27-Nov-16,3.88,732.03
28-Nov-16,3.88,735.81
29-Nov-16,3.87,735.6
30-Nov-16,3.89,745.69
1-Dec-16,3.91,756.77
2-Dec-16,3.95,777.94
3-Dec-16,3.92,771.15
4-Dec-16,3.9,773.87
5-Dec-16,3.53,758.7
6-Dec-16,3.54,764.22
7-Dec-16,3.62,768.13
8-Dec-16,3.69,770.81
9-Dec-16,3.69,772.79
10-Dec-16,3.68,774.65
11-Dec-16,3.64,769.73
12-Dec-16,3.66,780.09
13-Dec-16,3.65,780.56
14-Dec-16,3.62,781.48
15-Dec-16,3.62,778.09
16-Dec-16,3.63,784.91
17-Dec-16,3.7,790.83
18-Dec-16,3.68,790.53
19-Dec-16,3.66,792.71
20-Dec-16,3.66,800.88
21-Dec-16,3.65,834.28
22-Dec-16,3.71,864.54
23-Dec-16,4.66,921.98
24-Dec-16,4.55,898.82
25-Dec-16,4.35,896.18
26-Dec-16,4.36,907.61
27-Dec-16,4.47,933.2
28-Dec-16,4.57,975.92
29-Dec-16,4.56,973.5
30-Dec-16,4.39,961.24
31-Dec-16,4.33,963.74
1-Jan-17,4.51,998.33
2-Jan-17,4.65,1021.75
3-Jan-17,4.63,1043.84
4-Jan-17,4.84,1154.73
5-Jan-17,4.29,1013.38
6-Jan-17,3.86,902.2
7-Jan-17,3.96,908.59
8-Jan-17,3.99,911.2
9-Jan-17,4.3,902.83
10-Jan-17,4.59,907.68
11-Jan-17,3.85,777.76
12-Jan-17,3.96,804.83
13-Jan-17,3.89,823.98
14-Jan-17,3.9,818.41
15-Jan-17,3.93,821.8
16-Jan-17,3.9,831.53
17-Jan-17,3.94,907.94
18-Jan-17,3.84,886.62
19-Jan-17,3.86,899.07
20-Jan-17,3.89,895.03
21-Jan-17,3.9,921.79
22-Jan-17,3.84,924.67
23-Jan-17,3.84,921.01
24-Jan-17,3.79,892.69
25-Jan-17,3.71,901.54
26-Jan-17,3.83,917.59
27-Jan-17,3.86,919.75
28-Jan-17,3.85,921.59
29-Jan-17,3.85,919.5
30-Jan-17,4.02,920.38
31-Jan-17,4.08,970.4
1-Feb-17,4.08,989.02
2-Feb-17,4.09,1011.8
3-Feb-17,4.08,1029.91
4-Feb-17,4.06,1042.9
5-Feb-17,4.04,1027.34
6-Feb-17,4.04,1038.15
7-Feb-17,4.04,1061.35
8-Feb-17,4.02,1063.07
9-Feb-17,3.8,994.38
10-Feb-17,3.78,988.67
11-Feb-17,3.79,1004.45
12-Feb-17,3.76,999.18
13-Feb-17,3.72,990.64
14-Feb-17,3.77,1004.55
15-Feb-17,3.81,1007.48
16-Feb-17,3.79,1027.44
17-Feb-17,3.83,1046.21
18-Feb-17,3.79,1054.42
19-Feb-17,3.76,1047.87
20-Feb-17,3.77,1079.98
21-Feb-17,3.78,1115.3
22-Feb-17,3.81,1117.44
23-Feb-17,3.84,1166.72
24-Feb-17,3.85,1173.68
25-Feb-17,3.83,1143.84
26-Feb-17,3.83,1165.2
27-Feb-17,3.8,1179.97
28-Feb-17,3.77,1179.97
1-Mar-17,3.8,1222.5
2-Mar-17,3.92,1251.01
3-Mar-17,3.92,1274.99
4-Mar-17,3.88,1255.15
5-Mar-17,3.9,1267.12
6-Mar-17,3.92,1272.83
7-Mar-17,3.82,1223.54
8-Mar-17,3.78,1150
9-Mar-17,3.84,1188.49
10-Mar-17,3.75,1116.72
11-Mar-17,3.8,1175.83
12-Mar-17,3.84,1221.38
13-Mar-17,4.17,1231.92
14-Mar-17,4.06,1240
15-Mar-17,4.16,1249.61
16-Mar-17,4.24,1187.81
17-Mar-17,4.06,1100.23
18-Mar-17,3.97,973.82
19-Mar-17,3.96,1036.74
20-Mar-17,4.03,1054.23
21-Mar-17,4.01,1120.54
22-Mar-17,3.94,1049.14
23-Mar-17,3.98,1038.59
24-Mar-17,4.08,937.52
25-Mar-17,4.07,972.78
26-Mar-17,4.06,966.73
27-Mar-17,4.08,1045.77
28-Mar-17,4.16,1047.15
29-Mar-17,4.19,1039.97
30-Mar-17,6.98,1026.43
31-Mar-17,6.67,1071.79
1-Apr-17,6.88,1080.5
2-Apr-17,7.74,1102.17
3-Apr-17,8.07,1143.81
4-Apr-17,8.29,1133.25
5-Apr-17,11.09,1124.78
6-Apr-17,10.25,1182.68
7-Apr-17,9.37,1176.9
8-Apr-17,9.92,1175.95
9-Apr-17,8.71,1187.87
10-Apr-17,8.92,1187.13
11-Apr-17,8.85,1205.01
12-Apr-17,10.79,1200.37
13-Apr-17,10.15,1169.28
14-Apr-17,10.39,1167.54
15-Apr-17,10.79,1172.52
16-Apr-17,10.71,1182.94
17-Apr-17,10.42,1193.91
18-Apr-17,10.32,1211.67
19-Apr-17,9.66,1210.29
20-Apr-17,10.33,1229.08
21-Apr-17,11.23,1222.05
22-Apr-17,13.06,1231.71
23-Apr-17,13.94,1207.21
24-Apr-17,14.97,1250.15
25-Apr-17,15.21,1265.49
26-Apr-17,14.85,1281.08
27-Apr-17,14.62,1317.73
28-Apr-17,14.34,1316.48
29-Apr-17,15.74,1321.79
30-Apr-17,15.71,1347.89
1-May-17,15.92,1421.6
2-May-17,15.89,1452.82
3-May-17,21.04,1490.09
4-May-17,23.39,1537.67
5-May-17,26.27,1555.45
6-May-17,28.16,1578.8
7-May-17,30.29,1596.71
8-May-17,28.96,1723.35
9-May-17,33.58,1755.36
10-May-17,31.96,1787.13
11-May-17,30.72,1848.57
12-May-17,27.45,1724.24
13-May-17,28.91,1804.91
14-May-17,28.89,1808.91
15-May-17,25.37,1738.43
16-May-17,23.33,1734.45
17-May-17,25.4,1839.09
18-May-17,28.36,1888.65
19-May-17,27.7,1987.71
20-May-17,27.51,2084.73
21-May-17,26.3,2041.2
22-May-17,25.38,2173.4
23-May-17,32.11,2320.42
24-May-17,34.45,2443.64
25-May-17,29.9,2304.98
26-May-17,23.75,2202.42
27-May-17,23.74,2038.87
28-May-17,24.22,2155.8
29-May-17,25.21,2255.61
30-May-17,24.14,2175.47
31-May-17,25.3,2286.41
1-Jun-17,28.8,2407.88
2-Jun-17,28.94,2488.55
3-Jun-17,27.66,2515.35
4-Jun-17,27.94,2511.81
5-Jun-17,30.84,2686.81
6-Jun-17,30.55,2863.2
7-Jun-17,28.39,2732.16
8-Jun-17,30.21,2805.62
9-Jun-17,29.68,2823.81
10-Jun-17,30.44,2947.71
11-Jun-17,33.22,2958.11
12-Jun-17,29.5,2659.63
13-Jun-17,30.64,2717.02
14-Jun-17,30.22,2506.37
15-Jun-17,30.22,2464.58
16-Jun-17,35.7,2518.56
17-Jun-17,47.65,2655.88
18-Jun-17,46.04,2548.29
19-Jun-17,50.32,2589.6
20-Jun-17,47.22,2721.79
21-Jun-17,47.79,2689.1
22-Jun-17,47.71,2705.41
23-Jun-17,47.34,2744.91
24-Jun-17,44.49,2608.72
25-Jun-17,43.92,2589.41
26-Jun-17,41.13,2478.45
27-Jun-17,40.54,2552.45
28-Jun-17,42.85,2574.79
29-Jun-17,41.07,2539.32
30-Jun-17,40.35,2480.84
1-Jul-17,38.99,2434.55
2-Jul-17,41.57,2506.47
3-Jul-17,46.43,2564.06
4-Jul-17,55.33,2601.64
5-Jul-17,53.19,2601.99
6-Jul-17,51.13,2608.56
7-Jul-17,46.58,2518.66
8-Jul-17,52.14,2571.34
9-Jul-17,49.58,2518.44
10-Jul-17,46.58,2372.56
11-Jul-17,45.33,2337.79
12-Jul-17,48.75,2398.84
13-Jul-17,46.33,2357.9
14-Jul-17,42.8,2233.34
15-Jul-17,38.92,1998.86
16-Jul-17,40.91,1929.82
17-Jul-17,42.67,2228.41
18-Jul-17,44.3,2318.88
19-Jul-17,40.86,2273.43
20-Jul-17,45.02,2817.6
21-Jul-17,45.76,2667.76
22-Jul-17,46.56,2810.12
23-Jul-17,44.06,2730.4
24-Jul-17,44.41,2754.86
25-Jul-17,42.24,2576.48
26-Jul-17,42.23,2529.45
27-Jul-17,42.14,2671.78
28-Jul-17,40.61,2809.01
29-Jul-17,41.12,2726.45
30-Jul-17,40.42,2757.18
31-Jul-17,43.02,2875.34
1-Aug-17,43.04,2718.26
2-Aug-17,42.13,2710.67
3-Aug-17,42.86,2804.73
4-Aug-17,43.45,2895.89
5-Aug-17,46.86,3252.91
6-Aug-17,45.1,3213.94
7-Aug-17,45.8,3378.94
8-Aug-17,48.63,3419.94
9-Aug-17,48.01,3342.47
10-Aug-17,46.5,3381.28
11-Aug-17,47.1,3650.62
12-Aug-17,46.43,3884.71
13-Aug-17,45.81,4073.26
14-Aug-17,45.8,4325.13
15-Aug-17,43.31,4181.93
16-Aug-17,44.15,4376.63
17-Aug-17,43.91,4331.69
18-Aug-17,47.28,4160.62
19-Aug-17,45.48,4193.7
20-Aug-17,46.23,4087.66
21-Aug-17,47.94,4001.74
22-Aug-17,46.73,4100.52
23-Aug-17,53.25,4151.52
24-Aug-17,50.19,4334.68
25-Aug-17,51.18,4371.6
26-Aug-17,51.75,4352.4
27-Aug-17,61.16,4382.88
28-Aug-17,62.36,4382.66
29-Aug-17,63.17,4579.02
30-Aug-17,64.17,4565.3
31-Aug-17,71.06,4703.39
1-Sep-17,86.04,4892.01
2-Sep-17,79.02,4578.77
3-Sep-17,76.84,4582.96
4-Sep-17,65.21,4236.31
5-Sep-17,71.29,4376.53
6-Sep-17,80.11,4597.12
7-Sep-17,78.48,4599.88
8-Sep-17,67.79,4228.75
9-Sep-17,66.01,4226.06
10-Sep-17,61.61,4122.94
11-Sep-17,66.04,4161.27
12-Sep-17,64.23,4130.81
13-Sep-17,61.73,3882.59
14-Sep-17,41.58,3154.95
15-Sep-17,48.21,3637.52
16-Sep-17,48.26,3625.04
17-Sep-17,48.49,3582.88
18-Sep-17,55.53,4065.2
19-Sep-17,52.84,3924.97
20-Sep-17,51.73,3905.95
21-Sep-17,46.61,3631.04
22-Sep-17,48.09,3630.7
